Date_Format;Celsius
20823;0.8
20823;0.85
20823;0.89
20823;0.94
20823;0.99
20823;1.05
20823;1.1
20823;1.16
20823;1.21
20823;1.27
20823;1.31
20823;1.35
20823;1.38
20823;1.42
20823;1.45
20823;1.49
20823;1.51
20823;1.51
20823;1.52
20823;1.52
20823;1.53
20823;1.53
20823;1.52
20823;1.48
20823;1.44
20823;1.4
20823;1.36
20823;1.32
20823;1.27
20823;1.2
20823;1.14
20823;1.07
20823;1.01
20823;0.94
20823;0.89
20823;0.84
20823;0.79
20823;0.74
20823;0.69
20823;0.64
20823;0.61
20823;0.59
20823;0.56
20823;0.54
20823;0.52
20823;0.5
20823;0.48
20823;0.47
20823;0.47
20823;0.46
20823;0.45
20823;0.45
20823;0.43
20823;0.4
20823;0.37
20823;0.35
20823;0.32
20823;0.29
20823;0.25
20823;0.21
20823;0.16
20823;0.12
20823;0.07
20823;0.03
20823;-0.03
20823;-0.11
20823;-0.18
20823;-0.26
20823;-0.33
20823;-0.41
20823;-0.52
20823;-0.66
20823;-0.81
20823;-0.95
20823;-1.1
20823;-1.24
20823;-1.4
20823;-1.56
20823;-1.73
20823;-1.89
20823;-2.06
20823;-2.22
20823;-2.4
20823;-2.58
20823;-2.75
20823;-2.93
20823;-3.11
20823;-3.29
20823;-3.47
20823;-3.66
20823;-3.84
20823;-4.03
20823;-4.21
20823;-4.39
20823;-4.56
20823;-4.72
20823;-4.87
20824;-5.02
20824;-5.17
20824;-5.33
20824;-5.44
20824;-5.52
20824;-5.6
20824;-5.67
20824;-5.75
20824;-5.83
20824;-5.9
20824;-5.96
20824;-6.01
20824;-6.07
20824;-6.13
20824;-6.18
20824;-6.23
20824;-6.26
20824;-6.3
20824;-6.33
20824;-6.37
20824;-6.4
20824;-6.43
20824;-6.44
20824;-6.45
20824;-6.46
20824;-6.47
20824;-6.48
20824;-6.47
20824;-6.45
20824;-6.43
20824;-6.42
20824;-6.4
20824;-6.38
20824;-6.34
20824;-6.29
20824;-6.23
20824;-6.17
20824;-6.11
20824;-6.06
20824;-6
20824;-5.95
20824;-5.9
20824;-5.85
20824;-5.8
20824;-5.75
20824;-5.66
20824;-5.53
20824;-5.4
20824;-5.27
20824;-5.14
20824;-5.01
20824;-4.86
20824;-4.67
20824;-4.48
20824;-4.29
20824;-4.1
20824;-3.92
20824;-3.79
20824;-3.73
20824;-3.67
20824;-3.61
20824;-3.55
20824;-3.49
20824;-3.45
20824;-3.45
20824;-3.44
20824;-3.43
20824;-3.43
20824;-3.42
20824;-3.43
20824;-3.45
20824;-3.47
20824;-3.49
20824;-3.51
20824;-3.53
20824;-3.56
20824;-3.6
20824;-3.65
20824;-3.69
20824;-3.74
20824;-3.78
20824;-3.86
20824;-3.95
20824;-4.05
20824;-4.15
20824;-4.25
20824;-4.35
20824;-4.5
20824;-4.69
20824;-4.88
20824;-5.07
20824;-5.27
20824;-5.46
20824;-5.6
20824;-5.7
20824;-5.79
20824;-5.89
20824;-5.99
20824;-6.08
20824;-6.15
20824;-6.21
20824;-6.26
20824;-6.31
20824;-6.36
20824;-6.41
20824;-6.45
20824;-6.5
20824;-6.55
20824;-6.59
20824;-6.64
20824;-6.69
20824;-6.76
20824;-6.87
20824;-6.98
20824;-7.09
20824;-7.2
20824;-7.31
20824;-7.46
20824;-7.65
20824;-7.84
20824;-8.03
20824;-8.22
20824;-8.41
20824;-8.6
20824;-8.79
20824;-8.99
20824;-9.18
20824;-9.37
20824;-9.56
20824;-9.74
20824;-9.91
20824;-10.07
20824;-10.24
20824;-10.41
20824;-10.58
20824;-10.71
20824;-10.82
20824;-10.92
20824;-11.03
20824;-11.13
20824;-11.24
20824;-11.33
20824;-11.41
20824;-11.5
20825;-11.58
20825;-11.66
20825;-11.74
20825;-11.82
20825;-11.9
20825;-11.97
20825;-12.05
20825;-12.13
20825;-12.2
20825;-12.25
20825;-12.26
20825;-12.28
20825;-12.3
20825;-12.31
20825;-12.33
20825;-12.34
20825;-12.35
20825;-12.37
20825;-12.38
20825;-12.39
20825;-12.41
20825;-12.42
20825;-12.45
20825;-12.47
20825;-12.5
20825;-12.52
20825;-12.55
20825;-12.57
20825;-12.59
20825;-12.6
20825;-12.62
20825;-12.64
20825;-12.65
20825;-12.66
20825;-12.66
20825;-12.66
20825;-12.66
20825;-12.65
20825;-12.65
20825;-12.64
20825;-12.61
20825;-12.58
20825;-12.56
20825;-12.53
20825;-12.5
20825;-12.41
20825;-12.24
20825;-12.08
20825;-11.91
20825;-11.75
20825;-11.58
20825;-11.32
20825;-10.96
20825;-10.59
20825;-10.23
20825;-9.87
20825;-9.5
20825;-9.15
20825;-8.82
20825;-8.48
20825;-8.15
20825;-7.82
20825;-7.48
20825;-7.25
20825;-7.11
20825;-6.97
20825;-6.84
20825;-6.7
20825;-6.56
20825;-6.47
20825;-6.42
20825;-6.37
20825;-6.31
20825;-6.26
20825;-6.21
20825;-6.2
20825;-6.24
20825;-6.28
20825;-6.31
20825;-6.35
20825;-6.39
20825;-6.49
20825;-6.66
20825;-6.83
20825;-7
20825;-7.17
20825;-7.34
20825;-7.56
20825;-7.83
20825;-8.1
20825;-8.37
20825;-8.63
20825;-8.9
20825;-9.12
20825;-9.27
20825;-9.43
20825;-9.59
20825;-9.75
20825;-9.91
20825;-10.05
20825;-10.19
20825;-10.32
20825;-10.46
20825;-10.59
20825;-10.73
20825;-10.85
20825;-10.97
20825;-11.09
20825;-11.2
20825;-11.32
20825;-11.44
20825;-11.54
20825;-11.63
20825;-11.72
20825;-11.81
20825;-11.9
20825;-11.99
20825;-12.07
20825;-12.12
20825;-12.18
20825;-12.23
20825;-12.29
20825;-12.34
20825;-12.4
20825;-12.44
20825;-12.49
20825;-12.54
20825;-12.59
20825;-12.64
20825;-12.68
20825;-12.72
20825;-12.77
20825;-12.81
20825;-12.85
20825;-12.9
20825;-12.92
20825;-12.93
20825;-12.93
20825;-12.94
20825;-12.94
20825;-12.94
20825;-12.9
20825;-12.8
20825;-12.71
20826;-12.61
20826;-12.52
20826;-12.42
20826;-12.33
20826;-12.24
20826;-12.16
20826;-12.07
20826;-11.99
20826;-11.9
20826;-11.81
20826;-11.71
20826;-11.61
20826;-11.52
20826;-11.42
20826;-11.32
20826;-11.22
20826;-11.11
20826;-11
20826;-10.89
20826;-10.77
20826;-10.66
20826;-10.59
20826;-10.54
20826;-10.5
20826;-10.46
20826;-10.41
20826;-10.37
20826;-10.36
20826;-10.39
20826;-10.41
20826;-10.44
20826;-10.47
20826;-10.49
20826;-10.54
20826;-10.61
20826;-10.68
20826;-10.75
20826;-10.81
20826;-10.88
20826;-10.92
20826;-10.93
20826;-10.94
20826;-10.94
20826;-10.95
20826;-10.96
20826;-10.84
20826;-10.61
20826;-10.38
20826;-10.14
20826;-9.91
20826;-9.68
20826;-9.41
20826;-9.11
20826;-8.81
20826;-8.51
20826;-8.21
20826;-7.91
20826;-7.67
20826;-7.48
20826;-7.29
20826;-7.1
20826;-6.91
20826;-6.72
20826;-6.57
20826;-6.44
20826;-6.32
20826;-6.2
20826;-6.07
20826;-5.95
20826;-5.86
20826;-5.8
20826;-5.74
20826;-5.68
20826;-5.62
20826;-5.56
20826;-5.53
20826;-5.52
20826;-5.51
20826;-5.5
20826;-5.49
20826;-5.48
20826;-5.48
20826;-5.5
20826;-5.52
20826;-5.55
20826;-5.57
20826;-5.59
20826;-5.61
20826;-5.64
20826;-5.67
20826;-5.7
20826;-5.73
20826;-5.77
20826;-5.78
20826;-5.78
20826;-5.78
20826;-5.78
20826;-5.78
20826;-5.78
20826;-5.77
20826;-5.75
20826;-5.73
20826;-5.71
20826;-5.7
20826;-5.68
20826;-5.65
20826;-5.61
20826;-5.58
20826;-5.54
20826;-5.51
20826;-5.47
20826;-5.43
20826;-5.38
20826;-5.33
20826;-5.28
20826;-5.23
20826;-5.18
20826;-5.12
20826;-5.05
20826;-4.98
20826;-4.91
20826;-4.84
20826;-4.76
20826;-4.7
20826;-4.64
20826;-4.57
20826;-4.51
20826;-4.45
20826;-4.39
20826;-4.33
20826;-4.29
20826;-4.24
20826;-4.19
20826;-4.15
20826;-4.1
20826;-4.05
20826;-4.01
20826;-3.96
20826;-3.91
20826;-3.87
20826;-3.82
20826;-3.78
20826;-3.73
20826;-3.68
20827;-3.63
20827;-3.59
20827;-3.54
20827;-3.49
20827;-3.43
20827;-3.38
20827;-3.33
20827;-3.27
20827;-3.22
20827;-3.18
20827;-3.14
20827;-3.11
20827;-3.07
20827;-3.04
20827;-3
20827;-2.96
20827;-2.92
20827;-2.88
20827;-2.84
20827;-2.8
20827;-2.76
20827;-2.72
20827;-2.69
20827;-2.66
20827;-2.63
20827;-2.6
20827;-2.56
20827;-2.53
20827;-2.49
20827;-2.45
20827;-2.41
20827;-2.37
20827;-2.33
20827;-2.28
20827;-2.24
20827;-2.2
20827;-2.16
20827;-2.12
20827;-2.08
20827;-2.03
20827;-1.97
20827;-1.92
20827;-1.86
20827;-1.81
20827;-1.75
20827;-1.64
20827;-1.46
20827;-1.29
20827;-1.11
20827;-0.93
20827;-0.76
20827;-0.61
20827;-0.48
20827;-0.36
20827;-0.23
20827;-0.11
20827;0.02
20827;0.1
20827;0.13
20827;0.15
20827;0.18
20827;0.21
20827;0.24
20827;0.27
20827;0.29
20827;0.31
20827;0.33
20827;0.35
20827;0.37
20827;0.38
20827;0.39
20827;0.39
20827;0.4
20827;0.4
20827;0.41
20827;0.4
20827;0.38
20827;0.36
20827;0.34
20827;0.32
20827;0.3
20827;0.23
20827;0.11
20827;-0.02
20827;-0.14
20827;-0.27
20827;-0.39
20827;-0.56
20827;-0.78
20827;-1
20827;-1.22
20827;-1.44
20827;-1.66
20827;-1.81
20827;-1.89
20827;-1.98
20827;-2.07
20827;-2.15
20827;-2.24
20827;-2.31
20827;-2.37
20827;-2.43
20827;-2.49
20827;-2.55
20827;-2.61
20827;-2.66
20827;-2.7
20827;-2.74
20827;-2.78
20827;-2.82
20827;-2.85
20827;-2.89
20827;-2.91
20827;-2.93
20827;-2.95
20827;-2.97
20827;-2.99
20827;-3.02
20827;-3.04
20827;-3.06
20827;-3.08
20827;-3.11
20827;-3.13
20827;-3.15
20827;-3.18
20827;-3.2
20827;-3.22
20827;-3.24
20827;-3.26
20827;-3.29
20827;-3.33
20827;-3.36
20827;-3.39
20827;-3.43
20827;-3.46
20827;-3.49
20827;-3.52
20827;-3.55
20827;-3.58
20827;-3.61
20827;-3.63
20827;-3.66
20827;-3.67
20827;-3.69
20828;-3.7
20828;-3.72
20828;-3.73
20828;-3.75
20828;-3.77
20828;-3.79
20828;-3.81
20828;-3.83
20828;-3.85
20828;-3.87
20828;-3.89
20828;-3.91
20828;-3.93
20828;-3.96
20828;-3.98
20828;-3.99
20828;-4
20828;-4.01
20828;-4.01
20828;-4.02
20828;-4.03
20828;-4.04
20828;-4.07
20828;-4.1
20828;-4.13
20828;-4.15
20828;-4.18
20828;-4.22
20828;-4.28
20828;-4.34
20828;-4.4
20828;-4.46
20828;-4.52
20828;-4.57
20828;-4.62
20828;-4.68
20828;-4.73
20828;-4.78
20828;-4.83
20828;-4.86
20828;-4.87
20828;-4.87
20828;-4.88
20828;-4.89
20828;-4.89
20828;-4.79
20828;-4.59
20828;-4.38
20828;-4.18
20828;-3.97
20828;-3.77
20828;-3.52
20828;-3.24
20828;-2.96
20828;-2.67
20828;-2.39
20828;-2.11
20828;-1.86
20828;-1.65
20828;-1.43
20828;-1.22
20828;-1.01
20828;-0.8
20828;-0.65
20828;-0.58
20828;-0.51
20828;-0.43
20828;-0.36
20828;-0.29
20828;-0.24
20828;-0.22
20828;-0.21
20828;-0.19
20828;-0.17
20828;-0.15
20828;-0.15
20828;-0.17
20828;-0.18
20828;-0.2
20828;-0.21
20828;-0.23
20828;-0.3
20828;-0.42
20828;-0.54
20828;-0.66
20828;-0.78
20828;-0.9
20828;-1.07
20828;-1.29
20828;-1.51
20828;-1.73
20828;-1.95
20828;-2.17
20828;-2.3
20828;-2.36
20828;-2.41
20828;-2.46
20828;-2.51
20828;-2.56
20828;-2.59
20828;-2.58
20828;-2.58
20828;-2.58
20828;-2.57
20828;-2.57
20828;-2.58
20828;-2.61
20828;-2.64
20828;-2.67
20828;-2.7
20828;-2.73
20828;-2.76
20828;-2.79
20828;-2.83
20828;-2.86
20828;-2.89
20828;-2.92
20828;-2.95
20828;-2.96
20828;-2.97
20828;-2.98
20828;-3
20828;-3.01
20828;-3.01
20828;-3
20828;-2.99
20828;-2.99
20828;-2.98
20828;-2.97
20828;-2.96
20828;-2.93
20828;-2.91
20828;-2.89
20828;-2.86
20828;-2.84
20828;-2.81
20828;-2.77
20828;-2.74
20828;-2.7
20828;-2.66
20828;-2.63
20828;-2.62
20828;-2.64
20828;-2.66
20829;-2.68
20829;-2.7
20829;-2.71
20829;-2.74
20829;-2.79
20829;-2.83
20829;-2.87
20829;-2.91
20829;-2.95
20829;-3
20829;-3.04
20829;-3.09
20829;-3.13
20829;-3.18
20829;-3.22
20829;-3.28
20829;-3.36
20829;-3.43
20829;-3.5
20829;-3.58
20829;-3.65
20829;-3.73
20829;-3.81
20829;-3.89
20829;-3.97
20829;-4.05
20829;-4.13
20829;-4.21
20829;-4.28
20829;-4.35
20829;-4.43
20829;-4.5
20829;-4.57
20829;-4.64
20829;-4.7
20829;-4.76
20829;-4.81
20829;-4.87
20829;-4.93
20829;-4.97
20829;-5.01
20829;-5.04
20829;-5.07
20829;-5.1
20829;-5.13
20829;-5.06
20829;-4.88
20829;-4.71
20829;-4.53
20829;-4.36
20829;-4.18
20829;-3.95
20829;-3.67
20829;-3.38
20829;-3.1
20829;-2.81
20829;-2.53
20829;-2.29
20829;-2.09
20829;-1.89
20829;-1.69
20829;-1.5
20829;-1.3
20829;-1.16
20829;-1.07
20829;-0.97
20829;-0.88
20829;-0.79
20829;-0.7
20829;-0.64
20829;-0.6
20829;-0.56
20829;-0.53
20829;-0.49
20829;-0.45
20829;-0.45
20829;-0.47
20829;-0.5
20829;-0.53
20829;-0.56
20829;-0.59
20829;-0.72
20829;-0.95
20829;-1.19
20829;-1.42
20829;-1.65
20829;-1.88
20829;-2.21
20829;-2.62
20829;-3.04
20829;-3.45
20829;-3.87
20829;-4.29
20829;-4.57
20829;-4.73
20829;-4.89
20829;-5.04
20829;-5.2
20829;-5.36
20829;-5.45
20829;-5.48
20829;-5.5
20829;-5.53
20829;-5.55
20829;-5.58
20829;-5.58
20829;-5.56
20829;-5.54
20829;-5.52
20829;-5.5
20829;-5.47
20829;-5.45
20829;-5.41
20829;-5.38
20829;-5.35
20829;-5.32
20829;-5.28
20829;-5.26
20829;-5.25
20829;-5.23
20829;-5.22
20829;-5.2
20829;-5.19
20829;-5.18
20829;-5.17
20829;-5.17
20829;-5.16
20829;-5.16
20829;-5.15
20829;-5.16
20829;-5.18
20829;-5.2
20829;-5.22
20829;-5.23
20829;-5.25
20829;-5.28
20829;-5.32
20829;-5.36
20829;-5.4
20829;-5.44
20829;-5.48
20829;-5.51
20829;-5.52
20829;-5.54
20830;-5.55
20830;-5.56
20830;-5.58
20830;-5.59
20830;-5.61
20830;-5.62
20830;-5.64
20830;-5.65
20830;-5.67
20830;-5.7
20830;-5.75
20830;-5.8
20830;-5.85
20830;-5.9
20830;-5.95
20830;-6.01
20830;-6.08
20830;-6.15
20830;-6.22
20830;-6.29
20830;-6.37
20830;-6.44
20830;-6.53
20830;-6.61
20830;-6.69
20830;-6.77
20830;-6.85
20830;-6.92
20830;-6.97
20830;-7.02
20830;-7.07
20830;-7.12
20830;-7.17
20830;-7.2
20830;-7.19
20830;-7.18
20830;-7.17
20830;-7.16
20830;-7.16
20830;-7.09
20830;-6.96
20830;-6.83
20830;-6.71
20830;-6.58
20830;-6.45
20830;-6.27
20830;-6.04
20830;-5.8
20830;-5.57
20830;-5.33
20830;-5.1
20830;-4.84
20830;-4.55
20830;-4.26
20830;-3.98
20830;-3.69
20830;-3.4
20830;-3.14
20830;-2.91
20830;-2.68
20830;-2.44
20830;-2.21
20830;-1.98
20830;-1.75
20830;-1.54
20830;-1.33
20830;-1.12
20830;-0.91
20830;-0.7
20830;-0.53
20830;-0.4
20830;-0.27
20830;-0.14
20830;0
20830;0.13
20830;0.22
20830;0.27
20830;0.32
20830;0.37
20830;0.42
20830;0.47
20830;0.5
20830;0.51
20830;0.52
20830;0.54
20830;0.55
20830;0.56
20830;0.56
20830;0.56
20830;0.55
20830;0.55
20830;0.55
20830;0.54
20830;0.56
20830;0.59
20830;0.62
20830;0.65
20830;0.68
20830;0.71
20830;0.75
20830;0.79
20830;0.84
20830;0.89
20830;0.93
20830;0.98
20830;1.02
20830;1.07
20830;1.11
20830;1.15
20830;1.19
20830;1.24
20830;1.26
20830;1.27
20830;1.28
20830;1.29
20830;1.29
20830;1.3
20830;1.3
20830;1.29
20830;1.28
20830;1.27
20830;1.26
20830;1.24
20830;1.23
20830;1.21
20830;1.2
20830;1.18
20830;1.16
20830;1.15
20830;1.13
20830;1.11
20830;1.09
20830;1.07
20830;1.06
20830;1.04
20830;1.02
20830;1.01
20830;1
20830;0.99
20830;0.97
20830;0.96
20830;0.95
20830;0.95
20830;0.94
20831;0.94
20831;0.93
20831;0.93
20831;0.92
20831;0.91
20831;0.89
20831;0.88
20831;0.87
20831;0.86
20831;0.85
20831;0.84
20831;0.83
20831;0.82
20831;0.81
20831;0.8
20831;0.8
20831;0.81
20831;0.82
20831;0.83
20831;0.83
20831;0.84
20831;0.85
20831;0.85
20831;0.86
20831;0.87
20831;0.87
20831;0.88
20831;0.88
20831;0.87
20831;0.87
20831;0.86
20831;0.85
20831;0.85
20831;0.84
20831;0.83
20831;0.82
20831;0.81
20831;0.8
20831;0.79
20831;0.78
20831;0.77
20831;0.76
20831;0.75
20831;0.74
20831;0.73
20831;0.74
20831;0.77
20831;0.8
20831;0.84
20831;0.87
20831;0.9
20831;0.94
20831;0.99
20831;1.04
20831;1.09
20831;1.14
20831;1.19
20831;1.24
20831;1.3
20831;1.35
20831;1.4
20831;1.46
20831;1.51
20831;1.55
20831;1.58
20831;1.61
20831;1.64
20831;1.67
20831;1.7
20831;1.72
20831;1.72
20831;1.73
20831;1.74
20831;1.74
20831;1.75
20831;1.74
20831;1.72
20831;1.7
20831;1.68
20831;1.66
20831;1.64
20831;1.6
20831;1.53
20831;1.47
20831;1.4
20831;1.33
20831;1.27
20831;1.2
20831;1.13
20831;1.06
20831;0.99
20831;0.92
20831;0.85
20831;0.8
20831;0.77
20831;0.74
20831;0.71
20831;0.68
20831;0.66
20831;0.63
20831;0.61
20831;0.59
20831;0.57
20831;0.55
20831;0.53
20831;0.51
20831;0.5
20831;0.49
20831;0.48
20831;0.48
20831;0.47
20831;0.45
20831;0.44
20831;0.43
20831;0.41
20831;0.4
20831;0.38
20831;0.37
20831;0.37
20831;0.37
20831;0.36
20831;0.36
20831;0.35
20831;0.35
20831;0.35
20831;0.35
20831;0.36
20831;0.36
20831;0.36
20831;0.36
20831;0.35
20831;0.34
20831;0.34
20831;0.33
20831;0.32
20831;0.32
20831;0.31
20831;0.31
20831;0.3
20831;0.3
20831;0.29
20831;0.31
20831;0.33
20831;0.36
20832;0.39
20832;0.42
20832;0.45
20832;0.49
20832;0.56
20832;0.63
20832;0.7
20832;0.77
20832;0.84
20832;0.9
20832;0.96
20832;1.03
20832;1.09
20832;1.15
20832;1.21
20832;1.2
20832;1.14
20832;1.07
20832;1
20832;0.93
20832;0.86
20832;0.78
20832;0.67
20832;0.57
20832;0.47
20832;0.37
20832;0.26
20832;0.19
20832;0.14
20832;0.09
20832;0.04
20832;-0.01
20832;-0.06
20832;-0.11
20832;-0.15
20832;-0.2
20832;-0.24
20832;-0.28
20832;-0.33
20832;-0.36
20832;-0.4
20832;-0.43
20832;-0.46
20832;-0.5
20832;-0.53
20832;-0.54
20832;-0.52
20832;-0.5
20832;-0.49
20832;-0.47
20832;-0.46
20832;-0.43
20832;-0.38
20832;-0.34
20832;-0.3
20832;-0.25
20832;-0.21
20832;-0.17
20832;-0.13
20832;-0.09
20832;-0.05
20832;-0.01
20832;0.03
20832;0.06
20832;0.09
20832;0.11
20832;0.14
20832;0.16
20832;0.19
20832;0.21
20832;0.23
20832;0.24
20832;0.26
20832;0.27
20832;0.29
20832;0.29
20832;0.26
20832;0.24
20832;0.22
20832;0.19
